,date,text,GPE
1037,2016/06/26_10:49,Marriage equality is one year old.,[]
1038,2016/06/26_10:49,But we still have a long way to go for full equality.,[]
1039,2016/06/26_10:49,#LoveIsLovepic.twitter.com/nwM1XFHKzG,[]
1040,2016/06/26_07:00,Stand in solidarity with LGBT Americansâ€”add your name.,[]
1041,2016/06/26_07:00,http://ofa.bo/ycKÂ  #LoveIsLove,[]
1042,2016/06/25_14:20,We've made enormous progress toward full equality for LGBT Americans.,[]
1043,2016/06/25_14:20,Let's keep it going.,[]
1044,2016/06/25_14:20,#LoveIsLovepic.twitter.com/x4mTOKQSiP,[]
1045,2016/06/25_12:14,In the weekly address President Obama discusses the Stonewall Inn's significance and the ongoing push for progress:http://ofa.bo/e64sÂ,[]
1046,2016/06/24_16:15,Take a look: @VP Biden discusses what 4-4 decisionsâ€”like yesterday's on immigrationâ€”mean for our country.https://amp.twimg.com/v/2fa50a48-ce91-4811-8f56-5dd3b78bc8a1Â â€¦,[]
1047,2016/06/24_14:12,From gun violence prevention to LGBT rights this grassroots movement is fighting for progress.,[]
1048,2016/06/24_14:12,Show your support:http://ofa.bo/iAKzÂ,[]
1049,2016/06/24_12:57,Stonewall will be our first national monument to tell the story of the struggle for LGBT rights.,[]
1050,2016/06/24_12:57,â€”President Obamahttp://ofa.bo/uaCÂ,[]
1051,2016/06/24_11:35,A few words used by leading legal minds to describe Judge Garland: Phenomenal Exceptionally bright Fair-mindedpic.twitter.com/BqmzlabZlZ,[]
1052,2016/06/24_09:52,Think the Senate should give Judge Garland a fair hearing?,[]
1053,2016/06/24_09:52,Add your voice: http://ofa.bo/ua9Â  #DoYourJob,[]
1054,2016/06/24_08:33,Because Senate leaders refuse to do their jobs the Supreme Court cannot properly do its job.,[]
1055,2016/06/24_08:33,#DoYourJobpic.twitter.com/DvqUdLN2pA,[]
1056,2016/06/23_15:22,Speak up and demand that Congress act on gun violence prevention: http://ofa.bo/ycAÂ  #DisarmHate,[]
1057,2016/06/23_14:02,Congress: Listen to the millions of voices demanding a vote on efforts to reduce gun violence.,[]
1058,2016/06/23_14:02,#DisarmHatepic.twitter.com/X2uYxbJSs0,[]
1059,2016/06/23_11:39,Our immigration system is broken and we need Congress for a long-term solutionâ€”speak up for #ImmigrationAction: http://ofa.bo/z0bZÂ,[]
1060,2016/06/23_08:53,LIVE: President Obama is speaking about today's Supreme Court immigration ruling.,[]
1061,2016/06/23_08:53,http://ofa.bo/gAK1Â  #ImmigrationAction,[]
1062,2016/06/22_18:30,We need more than moments of silence.,[]
1063,2016/06/22_18:30,We need action.,[]
1064,2016/06/22_18:30,And that's what's going on in the House now: http://ofa.bo/yc8Â  #NoBillNoBreak,[]
1065,2016/06/22_10:31,The kind of obstruction we're seeing from Senate leaders is unprecedented.,[]
1066,2016/06/22_10:31,#DoYourJobpic.twitter.com/W4TbswBwvS,[]
1067,2016/06/22_08:16,If you're one of the millions of Americans who believes Judge Garland should get a fair hearing add your voice: http://ofa.bo/xa6Â,[]
1068,2016/06/21_15:02,Judge Merrick Garland just received the American Bar Association's highest rating:http://ofa.bo/c64PÂ,[]
1069,2016/06/21_13:52,Say you support decisive action to tackle climate change.,[]
1070,2016/06/21_13:52,http://ofa.bo/vb1Â  #ActOnClimate,['http://ofa.bo/vb1Â']
1071,2016/06/21_12:47,Clean energy is here to stay.http://ofa.bo/a697Â,[]
1072,2016/06/21_10:45,There's something sacred about this place.,[]
1073,2016/06/21_10:45,â€”President Obama on Yosemite National Parkhttp://www.snappytv.com/tc/2198687Â,[]
1074,2016/06/20_12:29,Staying informed is too important leave to chance.,[]
1075,2016/06/20_12:29,Join the @OFA Truth Team today: http://ofa.bo/b69lÂ pic.twitter.com/6FQZXGLTHA,[]
1076,2016/06/20_10:09,Join @vj44 on a conference call to discuss efforts we can take to help reduce gun violence.http://ofa.bo/ybXÂ,[]
1077,2016/06/20_09:09,Take a look at President Obama's interview with @NatGeo on national parks climate change and more.http://ofa.bo/vamÂ,[]
1078,2016/06/19_10:59,To me fatherhood means being there.,[]
1079,2016/06/19_10:59,â€”President Obamahttp://ofa.bo/e63sÂ,[]
1080,2016/06/19_09:49,Happy Father's Day to all the dads out there.pic.twitter.com/okqSRnQk6n,[]
1081,2016/06/18_16:28,In the weekly address the President talks about setting examples for children in light of tragedies like Orlando.http://ofa.bo/fAJOÂ,[]
1082,2016/06/18_08:31,President Obama has taken unprecedented steps to protect our land and water for future generations.pic.twitter.com/D5PNr4itC5,[]
1083,2016/06/17_14:07,This week people all over the world came together to stand with the LGBT communityâ€”take a look:http://ofa.bo/jAG1Â,[]
1084,2016/06/13_09:52,#OrlandoUnitedpic.twitter.com/ixCxMZzGH2,[]
1085,2016/06/10_13:56,Minds open.,[]
1086,2016/06/10_13:56,Hearts change.,[]
1087,2016/06/10_13:56,America shifts.,['America']
1088,2016/06/10_13:56,â€”President Obama #Pride2016http://www.snappytv.com/tc/2118901Â,[]
1089,2016/06/10_12:53,Today #LoveIsLove in all 50 states.,[]
1090,2016/06/10_12:53,But millions of Americans are still fighting to end discriminationâ€”join them: http://ofa.bo/uZCÂ,[]
1091,2016/06/10_10:47,This is how you Slow Jam the News: http://ofa.bo/e63NÂ  #POTUSonFallon,[]
1092,2016/06/09_17:43,Watch President Obama Slow Jam the News on @FallonTonight at 11:35 p.m.,[]
1093,2016/06/09_17:43,ET.,[]
1094,2016/06/09_17:43,#POTUSonFallonpic.twitter.com/RuwpGwbTSA,[]
1095,2016/06/08_14:31,Be proud of how far we've comeâ€”and continue to push for progress.,[]
1096,2016/06/08_14:31,#LoveIsLovepic.twitter.com/ApzHdiiO14,[]
1097,2016/06/07_14:57,Senate leaders' refusal to give Judge Garland a fair hearing is pure politics.,[]
1098,2016/06/07_14:57,#DoYourJobpic.twitter.com/8rzLIBigzM,[]
1099,2016/06/07_13:52,Your support for a fair hearing and timely up-or-down vote to fill the vacancy on the Supreme Court matters: http://ofa.bo/yaSÂ,[]
1100,2016/06/07_11:33,"Senate leaders' politicization of the Supreme Court is ""unconscionable.""",[]
1101,2016/06/07_11:33,http://ofa.bo/xYBÂ  #DoYourJob,[]
1102,2016/06/07_09:58,Love looks good on you.,[]
1103,2016/06/07_09:58,Wear it with pride: http://ofa.bo/fAHyÂ  #LoveIsLovepic.twitter.com/g5WjqYQvHq,[]
1104,2016/06/07_08:24,This month and every month.,[]
1105,2016/06/07_08:24,#LoveIsLovepic.twitter.com/L3kRhhRxA4,[]
1106,2016/06/06_14:46,Unemployment rate Federal deficit Uninsured rate pic.twitter.com/SGZTb0ZBf3,[]
1107,2016/06/06_12:09,Watch as President Obama tackles four common myths about our economy.http://www.snappytv.com/tc/2061998Â,[]
1108,2016/06/06_10:00,Former Energy Secretary @GovRichardson: Why the #TPP will make a difference in fighting climate change.http://ofa.bo/d62lÂ,[]
1109,2016/06/04_08:41,We pray that the greatest fighter of them all finally rests in peace.,[]
1110,2016/06/04_08:41,â€”President Obama #RIPMuhammadAli,[]
1111,2016/06/03_13:45,The Supreme Court shouldn't be part of partisan political games.,[]
1112,2016/06/03_13:45,Add your name if you agree: http://ofa.bo/jAE0Â,[]
1113,2016/06/03_12:38,It's time for Senate leaders to end the obstruction of our Supreme Court.,[]
1114,2016/06/03_12:38,#DoYourJobpic.twitter.com/oKSLU2ADQi,[]
1115,2016/06/03_10:35,Make sure you have all the factsâ€”sign up to be part of the @OFA Truth Team.,[]
1116,2016/06/03_10:35,http://ofa.bo/fAH1Â pic.twitter.com/FrHVjmzd62,[]
1117,2016/06/03_08:57,This is the largest annual global increase in renewable power capacityâ€”ever: http://ofa.bo/jADKÂ  #ActOnClimate,[]
1118,2016/06/02_16:30,Watch: This is why people across the country have decided to #WearOrange today.https://amp.twimg.com/v/43b27caf-3516-43d6-9a0e-93c956048e13Â â€¦,[]
1119,2016/06/02_15:31,Gun violence takes too many lives in our country.,[]
1120,2016/06/02_15:31,Congress must do something about itâ€”add your name if you agree: http://ofa.bo/wZaÂ,[]
1121,2016/06/02_14:24,This National Gun Violence Awareness Day keep the pressure on Congress to act.,[]
1122,2016/06/02_14:24,#WearOrangepic.twitter.com/VplJtSGMaU,[]
1123,2016/06/02_13:09,The noise around gun violence is loud.,[]
1124,2016/06/02_13:09,But we can be louder.,[]
1125,2016/06/02_13:09,#WearOrangepic.twitter.com/lYA8JEFhvg,[]
1126,2016/06/02_11:08,Join the thousands of people calling on Congress to do something about gun violenceâ€”add your name: http://ofa.bo/yYsÂ  #WearOrange,[]
1127,2016/06/02_09:53,Gun violence takes far too many lives in America.,['America']
1128,2016/06/02_09:53,Congress needs to act.,[]
1129,2016/06/02_09:53,#WearOrangepic.twitter.com/TYqb1fklcu,[]
1130,2016/06/01_16:47,LAST CHANCE: Keep calm and enter before the midnight deadline.,[]
1131,2016/06/01_16:47,http://ofa.bo/a65fÂ pic.twitter.com/RJxiN938k8,[]
1132,2016/06/01_15:04,Speak out against gun violenceâ€” #WearOrange tomorrow.,[]
1133,2016/06/01_15:04,https://amp.twimg.com/v/43b27caf-3516-43d6-9a0e-93c956048e13Â â€¦,[]
1134,2016/06/01_14:08,Don't miss your chance to meet President Obama this summer.,[]
1135,2016/06/01_14:08,Enter before tonight's deadline: http://ofa.bo/wZ4Â,[]
1136,2016/06/01_12:53,This is progressâ€”but there's still more work to do to make sure our economy works for everybody.pic.twitter.com/Gm8wvx0Gan,[]
1137,2016/06/01_12:31,LIVE: President Obama is speaking in Elkhart Indiana highlighting America's economic progress.,"['Indiana', 'America']"
1138,2016/06/01_12:31,http://ofa.bo/iAGRÂ,[]
1139,2016/06/01_11:33,Tune in at 3:25 p.m.,[]
1140,2016/06/01_11:33,ET to watch President Obama speak in Elkhart Indianaâ€”seven years after his first visit.,[]
1141,2016/06/01_11:33,http://ofa.bo/iAGQÂ,[]
1142,2016/06/01_09:37,Make the choice to do some good in the world.,[]
1143,2016/06/01_09:37,Watch Judge Garland speak to high school seniors at his alma mater:http://ofa.bo/iAGPÂ,[]
1144,2016/06/01_08:19,You don't want to miss out on this opportunityâ€”enter now before tonight's deadline.,[]
1145,2016/06/01_08:19,http://ofa.bo/d61PÂ pic.twitter.com/VpuEcqR86Z,[]
1146,2016/05/31_15:23,Suit upâ€”enter for a chance to meet President Obama before the deadline.,[]
1147,2016/05/31_15:23,http://ofa.bo/xWeÂ pic.twitter.com/I79QxFVYGF,[]
1148,2016/05/31_13:12,The Supreme Court shouldn't be part of partisan political games.,[]
1149,2016/05/31_13:12,Add your name if you agree: http://ofa.bo/iAFxÂ,[]
1150,2016/05/31_09:51,Because some Senate leaders won't do their jobs the Supreme Court can't fully do its job.,[]
1151,2016/05/31_09:51,#DoYourJobpic.twitter.com/gxXi7wCfg0,[]
1152,2016/05/31_08:21,Share a laugh with President Obamaâ€”enter now for your chance.,[]
1153,2016/05/31_08:21,http://ofa.bo/gAF8Â pic.twitter.com/JkBo1fVrJ0,[]
1154,2016/05/30_11:21,Today and every day let us remember the servicemen and women we have lost.,[]
1155,2016/05/30_11:21,â€”President Obamapic.twitter.com/x1lQbyFr2M,[]
1156,2016/05/30_07:36,This Memorial weekend I hope youâ€™ll join me in acts of remembrance.,[]
1157,2016/05/30_07:36,â€”President Obamahttp://ofa.bo/yY1Â,[]
1158,2016/05/27_14:26,A new survey shows that the overwhelming majority of #Obamacare customers are satisfied with their plans: http://ofa.bo/gAF2Â,[]
1159,2016/05/27_11:28,Join the @OFA Truth Team and help set the record straight on issues you care about: http://ofa.bo/c5zmÂ pic.twitter.com/aCEFVLB0ko,[]
1160,2016/05/27_08:53,Enter now for the chance to get some pointers from the Commander-in-Chief.,[]
1161,2016/05/27_08:53,http://ofa.bo/e5zgÂ pic.twitter.com/XODRtQS0UI,[]
1162,2016/05/26_13:14,Stand up for a fair hearing and timely up-or-down vote for Judge Merrick Garland: http://ofa.bo/yXsÂ,[]
1163,2016/05/26_11:37,Judge Garland: Independent mind âœ“ Highly qualified âœ“ Has had bipartisan support âœ“ Senate leaders: #DoYourJobhttps://amp.twimg.com/v/1ef21d28-e40a-4a92-b998-64b42041bfd7Â â€¦,[]
1164,2016/05/26_08:50,Tell your friends you fist bumped President Obamaâ€”enter now for your chance.,[]
1165,2016/05/26_08:50,http://ofa.bo/fAEqÂ pic.twitter.com/zJEelmeIe6,[]
1166,2016/05/25_15:25,Senate leaders' obstruction of our Supreme Court is completely unprecedented.,[]
1167,2016/05/25_15:25,#DoYourJobpic.twitter.com/PvubG4dFnd,[]
1168,2016/05/25_12:14,Senate leaders need to stop obstructing our Supreme Courtâ€”add your name if you agree: http://ofa.bo/gAEOÂ  #DoYourJob,[]
1169,2016/05/25_11:07,Judge Garland was confirmed with bipartisan support in the past.,[]
1170,2016/05/25_11:07,He deserves a fair hearing.,[]
1171,2016/05/25_11:07,#DoYourJobpic.twitter.com/TTcIByTScg,[]
1172,2016/05/25_09:06,Get some face time with President Obama.,[]
1173,2016/05/25_09:06,Enter now for your chance to meet him: http://ofa.bo/a63aÂ pic.twitter.com/wqfAHCk5tN,[]
1174,2016/05/24_14:47,If you think Senate leaders should do their jobs and fill the #SCOTUS vacancy add your name now: http://ofa.bo/gADcÂ,[]
1175,2016/05/24_13:20,Don't pass this upâ€”enter now: http://ofa.bo/iAEWÂ pic.twitter.com/OgOyee6i4i,[]
1176,2016/05/24_11:29,People want Senate to act on Supreme Court vacancy.,[]
1177,2016/05/24_11:29,See what editorial boards are saying: http://ofa.bo/fADiÂ  #DoYourJob,[]
1178,2016/05/24_10:08,Ever wished you could meet President Obama?,[]
1179,2016/05/24_10:08,Here's your chance.,[]
1180,2016/05/24_10:08,http://ofa.bo/jAA4Â pic.twitter.com/AeFMTtBdf9,[]
1181,2016/05/24_08:58,Judge Garland has one of the most impressive resumes of any Supreme Court nominee in recent history.https://amp.twimg.com/v/1ef21d28-e40a-4a92-b998-64b42041bfd7Â â€¦,[]
1182,2016/05/23_13:08,You don't want to miss out on this chance.,[]
1183,2016/05/23_13:08,Enter today: http://ofa.bo/hAKVÂ pic.twitter.com/PJoHc0lIGF,[]
1184,2016/05/23_10:17,Editorial boards to senators: #DoYourJob and fill the Supreme Court vacancy.,[]
1185,2016/05/23_10:17,http://ofa.bo/fACuÂ,[]
1186,2016/05/23_08:47,President Obama did his job now it's time for the Senate to fulfill its dutiesâ€”say you agree: http://ofa.bo/jA9ZÂ  #DoYourJob,[]
1187,2016/05/22_15:18,On average it's taken 67 days to confirm Supreme Court nominees since 1975.,[]
1188,2016/05/22_15:18,#DoYourJobpic.twitter.com/ZqE3OngoFy,[]
1189,2016/05/21_16:40,This week my administration took a step to help more workers get the overtime pay theyâ€™ve earned.,[]
1190,2016/05/21_16:40,â€”President Obamahttp://ofa.bo/a61vÂ,[]
1191,2016/05/21_08:08,In the weekly address President Obama discusses expanding #overtime for millions of American workers: http://ofa.bo/a61vÂ,[]
1192,2016/05/20_14:35,This summer you and a friend could meet President Obama.,[]
1193,2016/05/20_14:35,Here's how: http://ofa.bo/xU4Â,[]
1194,2016/05/20_13:51,Check out editorials from across the country calling on senators to fill the Supreme Court vacancy: http://ofa.bo/e5wpÂ  #DoYourJob,['http://ofa.bo/e5wpÂ\xa0 ']
1195,2016/05/20_10:06,Editorial boards across the country are telling Senate leaders: #DoYourJob.pic.twitter.com/WUkeoDslbp,[]
1196,2016/05/20_08:46,Despite Judge Garland's qualifications some Senate leaders still refuse to give him a hearingâ€”speak out: http://ofa.bo/c5x9Â,[]
1197,2016/05/19_14:11,The uninsured rate just hit 9.1 percentâ€”the lowest ever recorded.http://ofa.bo/a61LÂ,[]
1198,2016/05/19_12:37,Don't miss this: http://ofa.bo/iACnÂ pic.twitter.com/0Ud7rIqPa0,[]
1199,2016/05/19_10:21,Thanks to the new #overtime rule millions of hard-working Americans will have more economic security.pic.twitter.com/JHQRJEcsv9,[]
1200,2016/05/19_09:02,Stand up for middle-class workersâ€”add your name to support the Obama administration's new #overtime rule: http://ofa.bo/fABkÂ,[]
1201,2016/05/18_15:03,Marriage equality?,[]
1202,2016/05/18_15:03,Affordable health care?,[]
1203,2016/05/18_15:03,Or economic progress?,[]
1204,2016/05/18_15:03,Tell him in person: http://ofa.bo/fABWÂ pic.twitter.com/F83AdfUC8H,['http://ofa.bo/fABWÂ']
1205,2016/05/18_13:22,Add your name if you support the Obama administration's new #overtime rule that expands protections for millions: http://ofa.bo/a60OÂ,[]
1206,2016/05/18_11:53,LIVE: @VP Biden is speaking about the economy at @jenisicecreams headquarters in Ohio.,['Ohio']
1207,2016/05/18_11:53,http://ofa.bo/iAC0Â,[]
1208,2016/05/18_11:01,This is a big day for millions of middle-class workers.pic.twitter.com/CCzAOOjxda,[]
1209,2016/05/18_08:35,LIVE: Senate Judiciary Democrats are holding a forum on Judge Merrick Garland.http://ofa.bo/yUaÂ,[]
1210,2016/05/17_14:58,Here's your chance: Tell President Obama what you're most thankful forâ€”in person.,[]
1211,2016/05/17_14:58,http://ofa.bo/yUSÂ pic.twitter.com/lxFIDqbclW,[]
1212,2016/05/17_12:04,Judge Garland's former clerks have a lot to say about his record work-life balance and moreâ€”take a look:http://ofa.bo/d5wmÂ,[]
1213,2016/05/17_10:15,Senate leaders are continuing to obstruct a fair hearing for Judge Garlandâ€”help put the pressure on: http://ofa.bo/b60rÂ  #DoYourJob,[]
1214,2016/05/17_08:11,It's time for Senate leaders to put politics aside and fill the Supreme Court vacancy.,[]
1215,2016/05/17_08:11,#DoYourJobpic.twitter.com/UAhLXYqgTN,[]
1216,2016/05/16_14:48,April was the seventh consecutive month of record-high temperatures.,[]
1217,2016/05/16_14:48,We need to #ActOnClimate.http://ofa.bo/c5vHÂ,[]
1218,2016/05/16_13:53,Think Senate leaders should do their jobs and give Judge Garland a fair hearing?,[]
1219,2016/05/16_13:53,Add your name: http://ofa.bo/c5vFÂ  #DoYourJob,[]
1220,2016/05/16_11:58,LIVE: President Obama is speaking with @BuzzFeed about his #SCOTUS nominee Judge Merrick Garland.http://ofa.bo/c5vEÂ,[]
1221,2016/05/16_09:06,We need to lead this fight.,[]
1222,2016/05/16_09:06,#ActOnClimatepic.twitter.com/ArdxyYdCiN,[]
1223,2016/05/13_15:01,Change happens because people like you fight to make it happen.pic.twitter.com/Y70kJkcrYH,[]
1224,2016/05/13_14:01,Show your support for continued efforts to tackle climate change: http://ofa.bo/b60kÂ  #ActOnClimate,[]
1225,2016/05/13_12:53,Read more about the historic new standards in place to reduce methane pollution:http://ofa.bo/gA9FÂ,[]
1226,2016/05/13_11:33,Senate leaders should listen to the American people.,[]
1227,2016/05/13_11:33,#DoYourJobpic.twitter.com/vArMxcZh5W,[]
1228,2016/05/13_10:27,Say you support a fair #SCOTUS nomination processâ€”speak up now: http://ofa.bo/xSJ#DoYourJobÂ,[]
1229,2016/05/13_08:31,Find out what Judge Merrick Garland's former clerks have to say about his record as a public servant: http://ofa.bo/c5v4Â,[]
1230,2016/05/12_14:28,Editorial boards are speaking up on the #SCOTUS vacancy.,[]
1231,2016/05/12_14:28,Here's what they're saying: http://ofa.bo/b60YÂ  #DoYourJob,[]
1232,2016/05/12_12:16,Add your name if you support big steps forward in the fight to tackle climate change: http://ofa.bo/z0TFÂ  #ActOnClimate,[]
1233,2016/05/12_10:37,The Obama administration just finalized standards to cut methane pollution and improve public health.,[]
1234,2016/05/12_10:37,#ActOnClimatepic.twitter.com/nR2x8UqDM8,[]
1235,2016/05/12_08:33,We can't afford to have a key part of our democracy understaffed.,[]
1236,2016/05/12_08:33,We need nine justices.,[]
1237,2016/05/12_08:33,#DoYourJobpic.twitter.com/UYkYFLoNr7,[]
1238,2016/05/11_15:35,The Senate should give President Obama's Supreme Court nominee a fair hearing and an up-or-down vote.,[]
1239,2016/05/11_15:35,#DoYourJobhttps://amp.twimg.com/v/7344acc3-b4f3-4b9e-ab46-2d869b2ec73cÂ â€¦,[]
1240,2016/05/11_12:26,Add your voice to the push for a fair Supreme Court nomination process: http://ofa.bo/uRmÂ  #DoYourJobpic.twitter.com/0IEpNmu3X0,[]
1241,2016/05/11_09:17,Here's where editorial boards across the country stand when it comes to the #SCOTUS vacancy: http://ofa.bo/z0T2Â  #DoYourJob,[]
1242,2016/05/10_13:59,Senate leaders: #DoYourJob and give Judge Garland the fair hearing he deserves.pic.twitter.com/sg3Zx4vzIM,[]
1243,2016/05/10_11:55,Join the hundreds of thousands of people calling on Senate leaders to give Judge Garland a fair hearing: http://ofa.bo/gA8lÂ,[]
1244,2016/05/10_09:16,Judge Garland has impeccable credentialsâ€”he deserves a fair hearing from the Senate.,[]
1245,2016/05/10_09:16,#DoYourJobpic.twitter.com/vqtTB1J4hL,[]
1246,2016/05/09_12:39,Add your name if you agree: We need a full Supreme Court bench for a functioning democracy.,[]
1247,2016/05/09_12:39,http://ofa.bo/c5uTÂ  #DoYourJob,[]
1248,2016/05/09_10:24,Partisan obstructionism shouldn't hold back our Supreme Court.,[]
1249,2016/05/09_10:24,#DoYourJobpic.twitter.com/Q7rRKyWlZc,[]
1250,2016/05/09_08:13,President Obama has a message for @OFA supporters on the work ahead:http://ofa.bo/e5uLÂ,[]
1251,2016/05/08_10:26,This Motherâ€™s Day say thank you.,[]
1252,2016/05/08_10:26,Say 'I love you.',[]
1253,2016/05/08_10:26,â€”President Obamahttp://ofa.bo/uRTÂ,[]
1254,2016/05/06_14:05,Add your name if you think Senate leaders need to stop obstructing our Supreme Court: http://ofa.bo/d5vsÂ  #DoYourJob,[]
1255,2016/05/06_09:45,74 consecutive monthsâ€”more than six yearsâ€”of private-sector job growth.,[]
1256,2016/05/06_09:45,Let's keep up the progress.pic.twitter.com/igXXN83jCy,[]
1257,2016/05/06_09:16,LIVE: President Obama is speaking about the economy and new steps to strengthen financial transparency.,[]
1258,2016/05/06_09:16,http://ofa.bo/d5vqÂ,[]
1259,2016/05/06_06:39,The economy added 160000 jobs in Aprilâ€”a record-breaking 74 months of private-sector job growth.,[]
1260,2016/05/05_14:12,President Obama just granted clemency to 58 men and women who've earned a second chance: http://ofa.bo/iAAOÂ  #FixTheSystem,[]
1261,2016/05/05_12:13,Say that Senate leaders should stop hiding behind excuses and give Judge Garland a fair hearing: http://ofa.bo/jA69Â  #DoYourJob,[]
1262,2016/05/05_10:12,Check out President Obama's latest message to @OFA supporters and volunteers: http://ofa.bo/vSUÂ,[]
1263,2016/05/04_15:12,President Obama: When American workers and businesses compete on a level playing field no one can beat us.http://ofa.bo/uRJÂ,[]
1264,2016/05/04_13:11,LIVE: President Obama is speaking at Northwestern High School in Flint Michigan.,['Flint Michigan']
1265,2016/05/04_13:11,http://ofa.bo/b5ziÂ,[]
1266,2016/05/04_11:00,Retweet if you agree.,[]
1267,2016/05/04_11:00,#DoYourJobpic.twitter.com/WjTM07LRL4,[]
1268,2016/05/04_08:51,Make your voice heard on a fair #SCOTUS nomination processâ€”add your name today: http://ofa.bo/iAALÂ  #DoYourJob,[]
1269,2016/05/03_13:33,LIVE: President Obama honors the 2016 National Teacher of the Year.,[]
1270,2016/05/03_13:33,http://ofa.bo/uRIÂ,[]
1271,2016/05/03_10:44,Good climate change policy and good economic policy can go hand in hand.,[]
1272,2016/05/03_10:44,#ActOnClimatepic.twitter.com/MEDMB870SP,[]
1273,2016/05/03_09:40,American workers deserve a trade agreement that works for them.,[]
1274,2016/05/03_09:40,Check out President Obama's op-ed on #TPP:http://ofa.bo/jA5sÂ,[]
1275,2016/05/03_07:00,The United States just hit one million solar installationsâ€”enough to power 5.5 million homes.,['The United States']
1276,2016/05/03_07:00,#MillionSolarStrong,[]
1277,2016/05/02_14:31,Say you're one of the majority of Americans who want Senate leaders to give Judge Garland a fair hearing.,[]
1278,2016/05/02_14:31,http://ofa.bo/a5ymÂ  #DoYourJob,[]
1279,2016/05/02_13:08,Building a clean energy economy is a great way to #ActOnClimate for people across the country.pic.twitter.com/xfdVKh3Zhy,[]
1280,2016/05/02_11:46,Read what editorial boards across the country have to say about the #SCOTUS vacancy: http://ofa.bo/uRAÂ,['http://ofa.bo/uRAÂ']
1281,2016/05/02_08:59,It's unacceptable for obstructionists in the Senate to play political games with the Supreme Court.,[]
1282,2016/05/02_08:59,Say you agree: http://ofa.bo/d5vMÂ,[]
1283,2016/05/01_15:26,And with that I just have two more words to sayâ€”Obama out.,[]
1284,2016/05/01_15:26,â€”President Obama at the #WHCD Don't miss this:http://ofa.bo/z0SHÂ,[]
1285,2016/05/01_13:15,"Watch ""Couch Commander"" President Obama at last night's #WHCD:http://ofa.bo/vSAÂ",[]
1286,2016/04/30_19:05,LIVE: President Obama is speaking at the #WHCD.,[]
1287,2016/04/30_19:05,http://ofa.bo/hAGxÂ,[]
1288,2016/04/30_15:28,Tune in at 8:00 p.m.,[]
1289,2016/04/30_15:28,"ET to watch ""Comedian-in-Chief"" President Obama at the #WHCD: http://ofa.bo/gA83Â",[]
1290,2016/04/30_14:18,Poll after poll shows a majority of Americans think Senate Republicans should do their job.,[]
1291,2016/04/30_14:18,â€”President Obamahttp://ofa.bo/fA9JÂ,[]
1292,2016/04/30_08:36,In the weekly address President Obama has a simple message for Senate Republicans: #DoYourJob.http://ofa.bo/z0SBÂ,[]
1293,2016/04/29_14:06,Senate leaders need to do their jobs and fill the #SCOTUS vacancy.,[]
1294,2016/04/29_14:06,#DoYourJobpic.twitter.com/ZGcyGEv2CS,[]
1295,2016/04/29_08:10,Clean air makes for healthier and safer communities.,[]
1296,2016/04/29_08:10,#ActOnClimatepic.twitter.com/uuPdv41v0u,[]
1297,2016/04/28_14:18,Hundreds of thousands of Americans are calling on Senate leaders to fill the #SCOTUS vacancyâ€”join them: http://ofa.bo/fA8mÂ,[]
1298,2016/04/28_13:21,It's been more than 40 days since Judge Garland was nominated.,[]
1299,2016/04/28_13:21,Senate leaders: #DoYourJob.pic.twitter.com/RUBRebSJhZ,[]
1300,2016/04/28_11:08,Don't let climate change deniers jeopardize the progress we've made toward a safer healthier future.,[]
1301,2016/04/28_11:08,Call them out:http://ofa.bo/d5ueÂ,[]
1302,2016/04/28_08:30,Fighting climate change will save Americans money at the gas pump.,[]
1303,2016/04/28_08:30,#ActOnClimatepic.twitter.com/ePl93jLYTU,[]
1304,2016/04/27_15:20,Add your name if you support global efforts to tackle climate change: http://ofa.bo/fA8bÂ,[]
1305,2016/04/27_14:15,Watch Professor Obama take obstructionists in the Senate back to school with #SCOTUS 101.,[]
1306,2016/04/27_14:15,#DoYourJobhttp://www.snappytv.com/tc/1804682Â,[]
1307,2016/04/27_13:09,For the health of our children and grandchildren we have to #ActOnClimate.pic.twitter.com/pJz7ODyr3p,[]
1308,2016/04/27_11:40,The Senate should uphold its constitutional duty and give Judge Garland a fair hearing.,[]
1309,2016/04/27_11:40,Add your name if you agree: http://ofa.bo/vQnÂ,[]
1310,2016/04/27_09:44,Watch: Professor Obama has a #SCOTUS lesson for obstructionists in the Senate.,[]
1311,2016/04/27_09:44,#DoYourJobhttp://ofa.bo/hAFbÂ,[]
1312,2016/04/26_13:58,Not to let the Constitution function is totally irresponsible and it's never happened like this before.,[]
1313,2016/04/26_13:58,â€” @VPhttps://amp.twimg.com/v/2fa50a48-ce91-4811-8f56-5dd3b78bc8a1Â â€¦,[]
1314,2016/04/26_13:02,Don't let climate change deniers derail progressâ€”show your support for bold action on climate change: http://ofa.bo/uQCÂ  #ActOnClimate,[]
1315,2016/04/26_11:15,The fight to tackle climate change took a big step on Friday with hundreds of countries signing the #ParisAgreement.pic.twitter.com/gk7BWRRBqA,[]
1316,2016/04/26_09:29,ICYMI: The U.S. and more than 170 other nations just signed the #ParisAgreementâ€”the first ever global climate deal.http://ofa.bo/xPsÂ,['U.S.']
1317,2016/04/25_14:43,We all play a part in helping to stop gun violence.,[]
